Client_id;Identificador Cuenta; Negocio - Valor ;Negocio - Valor OK;Negocio - Tasa de Interés;P.P.Tasa;Tasa Ponderada;Negocio - Plazo;Negocio - Plazo OK;P.P.Plazo;Negocio - Sempli Score;Negocio - Sempli Score OK;Negocio - Score Experian Enero/19;Cliente;Cliente valor;Negocio - Fecha de ganado;Negocio - Fecha de ganado;Mes;Q;Año ganado;Negocio - Producto (Destinación);Negocio - Producto (Destinación);Negocio - Producto (Destinación) OK;Negocio - Plan de Pagos;Organización - Sector;Organización - Sector OK;Sector - Ok;Organización - Canal de Captura;Organización - Canal de Captura OK;Organización - Tipo de Empresa;Organización - Número de empleados;Organización - Número de empleados Mujeres;Organización - Número de empleados Mujeres con cargo directivo;Organización - Número de empleados OK;Organización - Año de Constitución;Organización - Año de Constitución OK;Organización - CIIU;Clase;División;División;Actividad eco  SEMPLI;Organización - Ciudad;Organización - Ciudad;Persona - Cargo;Organización - Estrato;Organización - Acceso a la banca;Negocio - Mujeres Empresarias;Oportunidad/Inclusión;ESG;Empresa - Tratos ganados;Trato - ID;Estado;Negocio - Seguro de Vida;Negocio - Tipo de Garantía;Empresa - Edad Empresarios;Empresa - Edad Empresarios OK;COVID19;Negocio - Subpoblación;Negocio - Score bureau;Negocio - Huella de consulta;Negocio - Alertas;Negocio - Procesos Judiciales;Máx Marzo17;Máx Abril17;Máx Mayo17;Máx Junio17;Máx Julio17;Máx Agos17;Máx Sept17;Máx Oct17;Máx Nov17;Máx Dic17;Máx Enero18;Máx Feb18;Máx Marzo18;Máx Abril18;Máx Mayo18;Máx Junio18;Máx Julio18;Máx Agos18;Máx Sept18;Máx Oct18;Máx Nov18;Máx Dic18;Máx Ene19;Máx Feb19;Máx Mar19;Máx Abr19;Máx May19;Máx Jun19;Máx Jul19;Máx Ago19;Máx Sep19;Máx Oct19;Máx Nov19;Máx Dic19;Máx Ene20;Máx Feb20;Máx Mar20;Máx Abr20;Máx May20;Máx Jun20;Máx JuL20;Máx Ago20;Máx Sep20;Máx Oct20;Máx Nov20;Máx Dic20;Máx Ene21;Máx Feb21;Máx Mar21;Máx Abr21;Máx May21;Máx Jun21;Máx Jul21;Máx Ago21;Máx Sep21;Máx Oct21;Máx Nov21;Máx Dic21;Máx Ene22;Máx Feb22;Máx Mar22;Máx Abr22;Máx May22;Máx Jun22;Máx Jul22;Máx Ago22;MAX ;Deterioro Cartera;Comportamiento;Mes >=30;Valor mora;icv;icv30;31/12/17;31/12/18;31/12/19;31/12/20;TU;PREPAGOS;CUOTAS;;;;;;;;;;;;;;;;;;;;;;;;;;
255484;1025; 150.000.000 ;101 a 200;1,47;220500000;;36;25 a 36;5400000000;740;670 en adelante;768;Nuevo;0;2017-06-29 20:34:08;2017-06-29;2017-06;2017-Q2;2017;KT - CO Pago proveedores;KT - CO;KT - CO;Mensual Tasa Fija;Tecnologías;Servicios;Servicios;Comercial;Directo;Venture;50;15;1;11 a 50;2013;2010-2013;6201;Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas);62;Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas;Software and Communications;Medellín;Medellín AM;Gerente;6;Si;No;No;No aplica;;;Pagado;;Pagaré;38;35-44;No;;;;;;;;;;;2;;;;;2;;;;;;;;;;;;;;;; ; ;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;2;Bueno;Máxima altura entre 1 y 10;Máx May19;0;;0;6;18;30;42;#N/D;P;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
068476;1026; 32.934.870 ;0 a 100;1,266595061;41715143,68;;4;0 a 12;131739480;676;670 en adelante;691;Nuevo;0;2017-07-10 12:11:12;2017-07-10;2017-07;2017-Q3;2017;KT - CO Pago proveedores;KT - CO;KT - CO;Mensual Tasa Fija;Industria;Industria;Comercio;Comercial;Directo;Growth;100;95;6;51 a 200;2006;2006-2009;4771;Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados;47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;Commerce, Mechants, Retail;La Estrella;Medellín AM;Director;6;Si;No;No;No aplica;;;Pagado;;Pagaré;41;35-44;No;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;; ; ;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;2;Bueno;Máxima altura entre 1 y 10;Máx May19;0;;0;5;17;29;41;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
068476;1027; 67.324.669 ;0 a 100;1,7520183;117954052,1;;4;0 a 12;269298676;676;670 en adelante;691;Renovación;1;2017-07-26 22:12:50;2017-07-26;2017-07;2017-Q3;2017;KT - CO Pago proveedores;KT - CO;KT - CO;Mensual Tasa Fija;Industria;Industria;Comercio;Comercial;Directo;Growth;100;95;6;51 a 200;2006;2006-2009;4771;Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados;47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;Commerce, Mechants, Retail;La Estrella;Medellín AM;Director;6;Si;No;No;No aplica;;;Pagado;;Pagaré;41;35-44;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ; ;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;0;Bueno;Siempre al día;Máx May19;0;;0;5;17;29;41;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
894669;1035; 40.000.000 ;0 a 100;1,58;63200000;;24;13 a 24;960000000;768;670 en adelante;647;Nuevo;0;2017-07-26 22:14:02;2017-07-26;2017-07;2017-Q3;2017;KT - EX Nuevos negocios;KT - EX;Growth;Tasa Fija Interes Mensual Capital Trimestral;Servicios;Servicios;Industria;Comercial;Directo;Seed;15;11;5;11 a 50;2015;2014-2017;5820;Edición de programas de informática (software);58;Actividades de edición;Manufacturing;Medellín;Medellín AM;Director;6;Si;No;No;No aplica;;;Pagado;;Pagaré;31;25 - 34;No;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;0;0;0;0;0;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;0;Bueno;Siempre al día;Máx Ene19;0;;0;5;17;29;41;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
467844;1145; 100.000.000 ;0 a 100;1,62;162000000;;24;13 a 24;2400000000;726;670 en adelante;740;Renovación;1;2017-07-28 08:47:15;2017-07-28;2017-07;2017-Q3;2017;KT - EX Nuevos negocios;KT - EX;Growth;Mensual Tasa Fija;Industria;Industria;Comercio;Plataforma;Digital;Venture;10;6;2;1 a 10;2011;2010-2013;4711;Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco;47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Itagüí;Medellín AM;Gerente;5;Si;No;No;No aplica;;;Pagado;;Endoso de Factura;53;Mayor de 45;No;;;;;;;;;;;2;;;8;;19;23;23;;3;;;1;4;14;13;3;15;13;14;15;17;11;16;0;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;23;Atrasado;Máxima altura entre 21 y 30;Máx Nov19;0;;0;5;17;29;41;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
443738;1031; 20.000.000 ;0 a 100;1,5;30000000;;36;25 a 36;720000000;768;670 en adelante;320;Renovación;1;2017-08-15 16:09:59;2017-08-15;2017-08;2017-Q3;2017;KT - EX Nuevos negocios;KT - EX;Growth;Mensual Tasa Fija;Industria;Industria;Industria;Referido;Partnerships;Venture;37;30;7;11 a 50;2011;2010-2013;1081;Elaboración de productos de panadería;10;Elaboración de productos alimenticios;Manufacturing;Medellín;Medellín AM;Gerente;4;Si;No;No;No aplica;;;Castigo;;Cesión Permanente de Créditos y Derechos Económicos;31;25 - 34;No;;;;;;;;;;;;;;1;11;;;7;;;;;;3;;7;14;16;44;44;74;47;76;77;47;77;108;108;77;108;106;106;106;137;167;137;168;168;199;229;260;291;319;350;380;411;441;;;;;;;;;;;;; ;;441;Atrasado;Ha entrado en PAR30;Máx Feb19;1;3466714,76;3466714,76;4;16;28;40;WRITTEN_OFF;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
942914;1032; 180.000.000 ;101 a 200;1,45;261000000;;12;0 a 12;2160000000;709;670 en adelante;687;Renovación;1;2017-08-22 10:35:23;2017-08-22;2017-08;2017-Q3;2017;KT - EX Nuevos negocios;KT - EX;Growth;Mensual Tasa Fija;Industria;Industria;Comercio;Referido;Partnerships;Scale Up;45;25;10;11 a 50;1986;0 a 2005;4659;Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Medellín;Medellín AM;Gerente;6;Si;No;No;No aplica;;;Pagado;;Pagaré;42;35-44;No;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;; ; ;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;1;Bueno;Máxima altura entre 1 y 10;Máx May19;0;;0;4;16;28;40;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
440111;1033; 100.000.000 ;0 a 100;1,3;130000000;;18;13 a 24;1800000000;739;670 en adelante;619;Renovación;1;2017-08-24 20:18:18;2017-08-24;2017-08;2017-Q3;2017;KT - EX Nuevos negocios;KT - EX;Growth;Mensual Tasa Fija;Industria;Industria;Comercio;Referido;Partnerships;Growth;15;3;1;11 a 50;2011;2010-2013;4631;Comercio al por mayor de productos alimenticios;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;La Estrella;Medellín AM;Contador;3;Si;No;No;No aplica;;;Pagado;;Prenda Inventarios;47;Mayor de 45;No;;;;;;;;;;;;;3;5;2;8;;8;6;7;4;3;6;2;2;4;4;7;0;;; ; ;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;8;Bueno;Máxima altura entre 1 y 10;Máx May19;0;;0;4;16;28;40;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
897828;1036; 70.000.000 ;0 a 100;1,5;105000000;;6;0 a 12;420000000;739;670 en adelante;834;Renovación;1;2017-08-30 17:50:16;2017-08-30;2017-08;2017-Q3;2017;KT - EX Nuevos negocios;KT - EX;Growth;Mensual Tasa Fija;Servicios;Servicios;Servicios;Referido;Partnerships;Venture;10;8;5;1 a 10;2015;2014-2017;7310;Publicidad;73;Publicidad y estudios de mercado;Business Consulting;Bogotá D.C.;Bogotá AM;Gerente;5;Si;No;No;No aplica;;;Pagado;;Pagaré;64;Mayor de 45;No;;;;;;;;;;;;;36;6;;;5;;;;;;;;;;;;;;; ; ;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;36;Atrasado;Ha entrado en PAR30;Máx Oct17;1;;0;4;16;28;40;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
737652;1037; 52.410.311 ;0 a 100;1,65;86477013,15;;60;37 en adelante;3144618660;702;670 en adelante;710;Nuevo;0;2017-09-06 17:32:29;2017-09-06;2017-09;2017-Q3;2017;CR - Activos fijos;CR ;Growth;Mensual Tasa Fija;Industria;Industria;Industria;Base;Directo;Seed;25;17;3;11 a 50;2014;2014-2017;113;Cultivo de hortalizas, raíces y tubérculos;11;Elaboración de bebidas;Manufacturing;Medellín;Medellín AM;Gerente;6;No;No;No;No aplica;;;Pagado;;Prenda Maquinaria;30;25 - 34;No;;;;;;;;;;;;;1;5;2;;4;1;7;10;1;14;3;1;2;;14;1;15;25;22;11;3;0;0;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;25;Atrasado;Máxima altura entre 21 y 30;Máx Nov19;0;;0;3;15;27;39;#N/D;P;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
329286;1038; 20.000.000 ;0 a 100;1,52;30400000;;36;25 a 36;720000000;761;670 en adelante;883;Nuevo;0;2017-09-06 10:09:45;2017-09-06;2017-09;2017-Q3;2017;SP - Entidades financieras;SP;SP;Mensual Tasa Fija;Tecnologías;Servicios;Servicios;Comercial;Directo;Venture;10;3;1;1 a 10;2012;2010-2013;6201;Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas);62;Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas;Software and Communications;Medellín;Medellín AM;Gerente;4;Si;No;No;No aplica;;;Pagado;;Pagaré;32;25 - 34;No;;;;;;;;;;;;;;;;;1;;;;;3;;;;1;;1;1;0;0;0;6;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;6;Bueno;Máxima altura entre 1 y 10;Máx Dic19;0;;0;3;15;27;39;#N/D;P;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
181969;1039; 232.000.000 ;201 a 300;1,44;334080000;;4;0 a 12;928000000;710;670 en adelante;843;Nuevo;0;2017-09-15 17:32:06;2017-09-15;2017-09;2017-Q3;2017;KT - EX Nuevos negocios;KT - EX;Growth;Mensual Tasa Fija;Servicios;Servicios;Comercio;Referido;Partnerships;Scale Up;23;4;2;11 a 50;2007;2006-2009;4659;Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Itagüí;Medellín AM;Gerente;5;Si;No;No;Ambiental;;;Pagado;;Pagaré;38;35-44;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ; ;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;0;Bueno;Siempre al día;Máx May19;0;;0;3;15;27;39;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
015163;1042; 100.000.000 ;0 a 100;1,28;128000000;;12;0 a 12;1200000000;693;670 en adelante;;Nuevo;0;2017-09-18 21:51:04;2017-09-18;2017-09;2017-Q3;2017;KT - EX Nuevos negocios;KT - EX;Growth;Mensual Tasa Fija;Servicios;Servicios;Comercio;Medios;Posicionamiento;Scale Up;35;11;2;11 a 50;1987;0 a 2005;4741;Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados;47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Medellín;Medellín AM;Gerente;4;Si;No;No;No aplica;;;Pagado;;Pagaré;36;35-44;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ; ;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;0;Bueno;Siempre al día;Máx May19;0;;0;3;15;27;39;#N/D;P;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
467844;1146; 100.000.000 ;0 a 100;1,62;162000000;;24;13 a 24;2400000000;717;670 en adelante;740;Renovación;1;2017-09-18 21:49:03;2017-09-18;2017-09;2017-Q3;2017;KT - EX Nuevos negocios;KT - EX;Growth;Mensual Tasa Fija;Industria;Industria;Comercio;Plataforma;Digital;Venture;10;6;2;1 a 10;2011;2010-2013;4711;Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco;47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Itagüí;Medellín AM;Gerente;5;Si;No;No;No aplica;;;Pagado;;Endoso de Factura;53;Mayor de 45;No;;;;;;;;;;;;;;2;9;13;2;29;12;13;;;1;4;14;13;3;15;13;14;15;17;11;16;0;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;29;Atrasado;Máxima altura entre 21 y 30;Máx Nov19;0;;0;3;15;27;39;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
375117;1044; 73.138.000 ;0 a 100;1,65;120677700;;24;13 a 24;1755312000;780;670 en adelante;781;Nuevo;0;2017-09-29 11:51:06;2017-09-29;2017-09;2017-Q3;2017;SP - Pago de impuestos;SP;SP;Mensual Tasa Fija;Servicios;Servicios;Servicios;Comercial;Directo;Seed;12;8;1;11 a 50;2010;2010-2013;7020;Actividades de consultoría de gestión;70;"Actividades de administración empresarial; actividades de consultoría de gestión";Business Consulting;Bogotá D.C.;Bogotá AM;Gerente;5;Si;No;No;No aplica;;;Pagado;;Pagaré;38;35-44;No;;;;;;;;;;;;;3;;;8;6;;17;1;;17;1;;11;1;;2;0;2;1;3;0;2;0;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;17;Atrasado;Máxima altura entre 11 y 20;Máx Nov19;0;;0;3;15;27;39;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
812934;1045; 80.000.000 ;0 a 100;1,69;135200000;;24;13 a 24;1920000000;742;670 en adelante;240;Nuevo;0;2017-09-29 11:48:37;2017-09-29;2017-09;2017-Q3;2017;KT - EX Nuevos negocios;KT - EX;Growth;Mensual Tasa Fija;Servicios;Servicios;Comercio;Plataforma;Digital;Seed;8;0;0;1 a 10;2015;2014-2017;4741;Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados;47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;Gerente;3;Si;No;No;No aplica;;;Pagado;;Pagaré;38;35-44;No;;;;;;;;;;;;;3;;;17;20;;19;10;24;18;29;;21;;; ;0;2;1;0;0;0;0;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;29;Atrasado;Máxima altura entre 21 y 30;Máx Ene19;0;;0;3;15;27;39;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
467844;1147; 100.000.000 ;0 a 100;1,62;162000000;;24;13 a 24;2400000000;717;670 en adelante;740;Renovación;1;2017-09-29 11:49:41;2017-09-29;2017-09;2017-Q3;2017;KT - EX Nuevos negocios;KT - EX;Growth;Mensual Tasa Fija;Industria;Industria;Comercio;Plataforma;Digital;Venture;10;6;2;1 a 10;2011;2010-2013;4711;Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco;47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Itagüí;Medellín AM;Gerente;5;Si;No;No;No aplica;;;Pagado;;Endoso de Factura;53;Mayor de 45;No;;;;;;;;;;;;;;7;;19;23;;22;2;;;1;4;14;13;3;15;13;14;15;17;11;16;0;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;23;Atrasado;Máxima altura entre 21 y 30;Máx Nov19;0;;0;3;15;27;39;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
779170;1047; 30.000.000 ;0 a 100;1,72;51600000;;12;0 a 12;360000000;693;670 en adelante;;Nuevo;0;2017-10-04 17:54:34;2017-10-04;2017-10;2017-Q4;2017;KT - CO Pago de nómina;KT - CO;KT - CO;Mensual Tasa Fija;Servicios;Servicios;Servicios;Referido;Partnerships;Seed;13;3;1;11 a 50;2014;2014-2017;6201;Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas);62;Desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas), consultoría informática y actividades relacionadas;Software and Communications;Bogotá D.C.;Bogotá AM;Gerente;5;Si;No;No;No aplica;;;Pagado;;Pagaré;29;25 - 34;No;;;;;;;;;;;;;;2;1;;4;;;;1;41;39;26;27;;;;;;; ; ;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;41;Atrasado;Ha entrado en PAR30;Máx Julio18;1;;0;2;14;26;38;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
933928;1053; 80.000.000 ;0 a 100;1,67;133600000;;24;13 a 24;1920000000;717;670 en adelante;745;Nuevo;0;2017-10-04 17:53:08;2017-10-04;2017-10;2017-Q4;2017;KT - EX Contratación talento humano;KT - EX;Growth;Mensual Tasa Fija;Servicios;Servicios;Servicios;Referido;Partnerships;Seed;5;3;0;1 a 10;2016;2014-2017;7310;Publicidad;73;Publicidad y estudios de mercado;Business Consulting;Bogotá D.C.;Bogotá AM;Gerente;6;No;No;No;No aplica;;;Pagado;;Pagaré;34;25 - 34;No;;;;;;;;;;;;;;;;;;;;;;;;1;;;; ;0;0;5;11;17;0;0;0;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;17;Atrasado;Máxima altura entre 11 y 20;Máx Ene19;0;;0;2;14;26;38;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
749999;1142; 20.000.000 ;0 a 100;1,82;36400000;;48;37 en adelante;960000000;768;670 en adelante;;Nuevo;0;2017-10-04 16:15:43;2017-10-04;2017-10;2017-Q4;2017;CR - Activos fijos;CR ;Growth;Mensual Tasa Fija;Industria;Industria;Industria;Plataforma;Digital;Seed;4;2;0;1 a 10;2014;2014-2017;1020;Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos;10;Elaboración de productos alimenticios;Manufacturing;Medellín;Medellín AM;Gerente;6;Si;No;No;No aplica;;;Pagado;;Prenda Vehículo;32;25 - 34;No;;;;;;;;;;;;9;7;6;5;7;2;5;6;7;;;4;20;20;17;20;2;;48;50;51;80;111;142;172;203;203;264;295;324;355;385;416;446;477;;;;;;;;;;;;;;;;;;;;;;;; ;;477;Atrasado;Ha entrado en PAR30;Máx Mar19;1;;0;2;14;26;38;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
749999;1142; 43.000.000 ;0 a 100;1,82;78260000;;48;37 en adelante;2064000000;768;670 en adelante;;Renovación;1;2017-10-04 16:15:43;2017-10-04;2017-10;2017-Q4;2017;KT - EX Activaciones comerciales;KT - EX;Growth;Mensual Tasa Fija;Industria;Industria;Industria;Plataforma;Digital;Seed;4;2;0;1 a 10;2014;2014-2017;1020;Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos;10;Elaboración de productos alimenticios;Manufacturing;Medellín;Medellín AM;Gerente;6;Si;No;No;No aplica;;;Condonación;;Prenda Vehículo;32;25 - 34;No;;;;;;;;;;;;;;;;14;;6;6;;;;;;;17;20;2;17;48;50;51;80;111;142;172;203;203;264;295;324;355;385;416;446;477;;;;;;;;;;;;;;;;;;;;;;;; ;;477;Atrasado;Ha entrado en PAR30;Máx Mar19;1;;0;2;14;26;38;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
106502;1049; 100.000.000 ;0 a 100;1,4;140000000;;30;25 a 36;3000000000;824;670 en adelante;940;Nuevo;0;2017-10-05 17:20:13;2017-10-05;2017-10;2017-Q4;2017;SP - Entidades financieras;SP;SP;Tasa Fija Interes Mensual Capital Trimestral;Comercio;Comercio;Comercio;Referido;Partnerships;Venture;10;7;1;1 a 10;2002;0 a 2005;4690;Comercio al por mayor no especializado;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Bogotá D.C.;Bogotá AM;Gerente;6;Si;No;No;No aplica;;;Pagado;;Pagaré;39;35-44;No;;;;;;;;;;;;;;;;;;;;24;;;;;;;;;;;; ; ;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;24;Atrasado;Máxima altura entre 21 y 30;Máx May19;0;;0;2;14;26;38;#N/D;P;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
003420;1051; 80.000.000 ;0 a 100;1,45;116000000;;24;13 a 24;1920000000;835;670 en adelante;799;Renovación;1;2017-10-06 14:33:18;2017-10-06;2017-10;2017-Q4;2017;KT - EX Innovación;KT - EX;Growth;Mensual Tasa Fija;Industria;Industria;Industria;Referido;Partnerships;Seed;35;0;0;11 a 50;2000;0 a 2005;2930;Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores;29;Fabricación de vehículos automotores, remolques y semirremolques;Manufacturing;Medellín;Medellín AM;Director;4;No;No;No;No aplica;;;Pagado;;Pagaré;42;35-44;No;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;; ; ;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;1;Bueno;Máxima altura entre 1 y 10;Máx May19;0;;0;2;14;26;38;#N/D;P;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
467844;1148; 50.000.000 ;0 a 100;1,62;81000000;;36;25 a 36;1800000000;717;670 en adelante;740;Renovación;1;2017-10-06 14:32:37;2017-10-06;2017-10;2017-Q4;2017;KT - EX Activaciones comerciales;KT - EX;Growth;Mensual Tasa Fija;Industria;Industria;Comercio;Plataforma;Digital;Venture;10;6;2;1 a 10;2011;2010-2013;4711;Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco;47;Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Itagüí;Medellín AM;Gerente;5;Si;No;No;No aplica;;;Pagado;;Endoso de Factura;53;Mayor de 45;No;;;;;;;;;;;;;;15;9;22;15;17;28;24;;;1;4;14;13;3;15;13;14;15;17;11;16;0;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;28;Atrasado;Máxima altura entre 21 y 30;Máx Nov19;0;;0;2;14;26;38;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
938040;1054; 30.000.000 ;0 a 100;1,62;48600000;;18;13 a 24;540000000;782;670 en adelante;760;Nuevo;0;2017-10-10 13:24:56;2017-10-10;2017-10;2017-Q4;2017;KT - EX Nuevos negocios;KT - EX;Growth;Mensual Tasa Fija;Industria;Industria;Industria;Plataforma;Digital;Seed;7;1;1;1 a 10;2016;2014-2017;2221;Fabricación de formas básicas de plástico;22;Fabricación de productos de caucho y de plástico;Manufacturing;Itagüí;Medellín AM;Director;5;Si;No;No;Ambiental;;;Pagado;;Pagaré;56;Mayor de 45;No;;;;;;;;;;;;;;;;;;11;;;;4;12;7;;;;9;16;20;21; ; ;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;21;Atrasado;Máxima altura entre 21 y 30;Máx May19;0;;0;2;14;26;38;#N/D;#N/D;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
181969;1055; 172.000.000 ;101 a 200;1,44;247680000;;4;0 a 12;688000000;710;670 en adelante;843;Renovación;1;2017-10-10 13:21:44;2017-10-10;2017-10;2017-Q4;2017;KT - EX Nuevos negocios;KT - EX;Growth;Mensual Tasa Fija;Servicios;Servicios;Comercio;Referido;Partnerships;Scale Up;23;4;2;11 a 50;2007;2006-2009;4659;Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;46;Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas;Commerce, Mechants, Retail;Itagüí;Medellín AM;Gerente;5;Si;No;No;Ambiental;;;Pagado;;Pagaré;38;35-44;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ; ;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; ;;0;Bueno;Siempre al día;Máx May19;0;;0;2;14;26;38;#N/D;P;#N/D;;;;;;;;;;;;;;;;;;;;;;;;;;
